20140901,361323330.0,432715000.0
20140902,336719360.0,351328960.0
20140903,283612900.0,378845020.0
20140904,283391170.0,393843800.0
20140905,250856240.0,300499000.0
20140906,209395680.0,185028030.0
20140907,210976850.0,202393780.0
20140908,263848020.0,448511330.0
20140909,308820030.0,338554100.0
20140910,345277220.0,328676930.0
20140911,361439800.0,347784130.0
20140912,242025400.0,341307680.0
20140913,178045300.0,231010370.0
20140914,244101780.0,187419840.0
20140915,335565660.0,447279800.0
20140916,321984400.0,384667840.0
20140917,284503000.0,348553300.0
20140918,269428380.0,320405100.0
20140919,203531630.0,312520220.0
20140920,186996720.0,250173180.0
20140921,222681280.0,216766300.0
20140922,271929300.0,370317540.0
20140923,271729250.0,318718600.0
20140924,268239100.0,328119870.0
20140925,269000350.0,363968500.0
20140926,202470540.0,302370460.0
20140927,177841360.0,216764030.0
20140928,231865220.0,176607100.0
20140929,310598940.0,425983170.0
20140930,335082100.0,360411600.0
